ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,MonitoringLocationIdentifier,SampleCollectionMethod/MethodIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ProviderName
WIDNR_WQX-37135370,1991-04-08,09:55:00,CDT,1991-04-08,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.323,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135370,1991-04-08,09:55:00,CDT,1991-04-08,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.283,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135370,1991-04-08,09:55:00,CDT,1991-04-08,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.124,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135379,1991-04-08,09:55:00,CDT,1991-04-08,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,6,deg C,,,,STORET
WIDNR_WQX-37135405,1991-04-08,10:00:00,CDT,1991-04-08,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.101,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135410,1991-04-08,10:00:00,CDT,1991-04-08,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,6,deg C,,,,STORET
WIDNR_WQX-37135439,1991-04-08,10:05:00,CDT,1991-04-08,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.114,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135444,1991-04-08,10:05:00,CDT,1991-04-08,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,6,deg C,,,,STORET
WIDNR_WQX-37135470,1991-04-08,10:10:00,CDT,1991-04-08,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.10,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135475,1991-04-08,10:10:00,CDT,1991-04-08,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,6,deg C,,,,STORET
WIDNR_WQX-37135504,1991-04-08,10:15:00,CDT,1991-04-08,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.322,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135504,1991-04-08,10:15:00,CDT,1991-04-08,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.306,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135504,1991-04-08,10:15:00,CDT,1991-04-08,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.095,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135512,1991-04-08,10:15:00,CDT,1991-04-08,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,6,deg C,,,,STORET
WIDNR_WQX-37135541,1991-04-22,10:20:00,CDT,1991-04-22,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,pH,Total,8.3,None,150.1,USEPA,pH,STORET
WIDNR_WQX-37135541,1991-04-22,10:20:00,CDT,1991-04-22,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.9,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37135541,1991-04-22,10:20:00,CDT,1991-04-22,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.355,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135541,1991-04-22,10:20:00,CDT,1991-04-22,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.336,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135541,1991-04-22,10:20:00,CDT,1991-04-22,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.089,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135558,1991-04-22,10:20:00,CDT,1991-04-22,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,7,deg C,,,,STORET
WIDNR_WQX-37135584,1991-04-22,10:30:00,CDT,1991-04-22,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.0,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37135584,1991-04-22,10:30:00,CDT,1991-04-22,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.342,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135584,1991-04-22,10:30:00,CDT,1991-04-22,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.104,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135592,1991-04-22,10:30:00,CDT,1991-04-22,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,7,deg C,,,,STORET
WIDNR_WQX-37135625,1991-04-22,10:40:00,CDT,1991-04-22,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.105,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135630,1991-04-22,10:40:00,CDT,1991-04-22,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,7,deg C,,,,STORET
WIDNR_WQX-37135656,1991-04-22,10:50:00,CDT,1991-04-22,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.101,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135661,1991-04-22,10:50:00,CDT,1991-04-22,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,7,deg C,,,,STORET
WIDNR_WQX-37135690,1991-04-22,10:55:00,CDT,1991-04-22,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.089,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135695,1991-04-22,10:55:00,CDT,1991-04-22,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,7,deg C,,,,STORET
WIDNR_WQX-37135725,1991-04-22,11:00:00,CDT,1991-04-22,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.340,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135725,1991-04-22,11:00:00,CDT,1991-04-22,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.341,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135725,1991-04-22,11:00:00,CDT,1991-04-22,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.09,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135733,1991-04-22,11:00:00,CDT,1991-04-22,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,7,deg C,,,,STORET
WIDNR_WQX-37135759,1991-05-07,11:30:00,CDT,1991-05-07,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.0,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37135759,1991-05-07,11:30:00,CDT,1991-05-07,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.361,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135759,1991-05-07,11:30:00,CDT,1991-05-07,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.366,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135759,1991-05-07,11:30:00,CDT,1991-05-07,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.099,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135768,1991-05-07,11:30:00,CDT,1991-05-07,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37135794,1991-05-07,11:35:00,CDT,1991-05-07,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.1,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37135794,1991-05-07,11:35:00,CDT,1991-05-07,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.367,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135794,1991-05-07,11:35:00,CDT,1991-05-07,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.373,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135794,1991-05-07,11:35:00,CDT,1991-05-07,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.102,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135803,1991-05-07,11:35:00,CDT,1991-05-07,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37135829,1991-05-07,11:40:00,CDT,1991-05-07,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.096,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135834,1991-05-07,11:40:00,CDT,1991-05-07,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37135873,1991-05-07,11:45:00,CDT,1991-05-07,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.096,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135878,1991-05-07,11:45:00,CDT,1991-05-07,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37135904,1991-05-07,11:50:00,CDT,1991-05-07,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.097,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135909,1991-05-07,11:50:00,CDT,1991-05-07,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37135935,1991-05-07,11:55:00,CDT,1991-05-07,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.366,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135935,1991-05-07,11:55:00,CDT,1991-05-07,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.363,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135935,1991-05-07,11:55:00,CDT,1991-05-07,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.098,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135943,1991-05-07,11:55:00,CDT,1991-05-07,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37135972,1991-05-20,09:00:00,CDT,1991-05-20,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.1,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37135972,1991-05-20,09:00:00,CDT,1991-05-20,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.366,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37135972,1991-05-20,09:00:00,CDT,1991-05-20,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.328,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37135972,1991-05-20,09:00:00,CDT,1991-05-20,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.084,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37135981,1991-05-20,09:00:00,CDT,1991-05-20,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,14,deg C,,,,STORET
WIDNR_WQX-37136007,1991-05-20,09:05:00,CDT,1991-05-20,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.8,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37136007,1991-05-20,09:05:00,CDT,1991-05-20,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.370,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37136007,1991-05-20,09:05:00,CDT,1991-05-20,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.355,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136007,1991-05-20,09:05:00,CDT,1991-05-20,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.081,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136016,1991-05-20,09:05:00,CDT,1991-05-20,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,13,deg C,,,,STORET
WIDNR_WQX-37136042,1991-05-20,09:10:00,CDT,1991-05-20,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.094,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136047,1991-05-20,09:10:00,CDT,1991-05-20,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,10,deg C,,,,STORET
WIDNR_WQX-37136073,1991-05-20,09:15:00,CDT,1991-05-20,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.101,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136078,1991-05-20,09:15:00,CDT,1991-05-20,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37136629,1991-05-20,09:20:00,CDT,1991-05-20,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.140,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136634,1991-05-20,09:20:00,CDT,1991-05-20,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37136677,1991-05-20,09:25:00,CDT,1991-05-20,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.103,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136682,1991-05-20,09:25:00,CDT,1991-05-20,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,USEPA,"Temperature, water",Total,9,deg C,,,,STORET
WIDNR_WQX-37136722,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,22.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.617,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136722,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,22.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.146,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136754,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,18.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.568,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136754,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,18.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.132,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136783,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,14.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.441,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136783,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,14.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.11,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136816,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.0,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37136816,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.360,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37136816,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.420,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136816,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,12.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.109,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136847,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,10.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.404,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136847,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,10.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.105,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136876,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.353,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136876,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,8.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.096,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136905,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.7,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37136905,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.333,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37136905,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.103,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136905,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.064,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136936,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.8,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37136936,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.334,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37136936,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.100,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136936,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.053,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37136975,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.3,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37136975,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.273,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37136975,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.747,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37136975,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,20.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.180,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37137006,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.485,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37137006,1991-06-03,00:00:00,,1991-06-03,23:55:00,CDT,16.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.115,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37137041,1991-06-17,00:00:00,,1991-06-17,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.7,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37137041,1991-06-17,00:00:00,,1991-06-17,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.195,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
WIDNR_WQX-37137041,1991-06-17,00:00:00,,1991-06-17,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Ammonia,Total,0.017,mg/l,4500-NH3(G),APHA,Ammonia in Water Using Automated Phenate Method,STORET
WIDNR_WQX-37137041,1991-06-17,00:00:00,,1991-06-17,23:55:00,CDT,0.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Phosphate-phosphorus,Total,0.046,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-37137110,1991-06-17,00:00:00,,1991-06-17,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.7,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-37137110,1991-06-17,00:00:00,,1991-06-17,23:55:00,CDT,4.0,m,,WIDNR_WQX-10001207,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.216,mg/l,4500-NO3(F),APHA,Nitrate in Water- Automated Cadmium Reduction,STORET
